Sample pc1 pc2 pc3 pc4 pc5 pc6 pc7 pc8 pc9 pc10 pc11 pc12 pc13 pc14 pc15 pc16 pc17 pc18 pc19 pc20 Population Population.2
HG01977 87.6083 -19.6394 -107.611 -131.715 -6.17746 3.16678 2.04362 -1.39111 -6.70265 -19.9301 -4.35398 -6.0736 -4.75532 6.24378 -13.6172 5.96472 11.8735 3.5095 7.18756 -6.91642 PEL AMR
HG01979 83.7525 -6.20514 -95.0063 -111.541 -6.67268 6.24089 0.479522 -3.01053 -0.539413 -23.5377 2.87194 -13.2534 -10.8527 9.39825 -20.1843 2.55419 6.7351 -6.38566 1.85562 -0.305369 PEL AMR
HG01980 79.896 -12.9624 -98.2968 -121.506 -3.14857 2.223 -0.124017 0.155667 1.06113 8.14678 -1.77844 -18.3787 -2.06722 4.85937 -15.5579 3.31476 -0.738965 -0.760157 2.75631 -6.93424 PEL AMR
HG01982 87.6547 -20.1581 -103.969 -125.393 -4.93979 7.47587 1.39968 -0.569294 -4.39045 -11.2838 5.28438 -19.5293 -4.0821 -0.665687 -18.9533 0.493832 3.65719 -1.0052 1.52635 -9.51436 PEL AMR
HG01985 -193.013 -9.41999 0.0362325 4.02148 2.96523 4.80308 -1.18263 9.0146 -1.0371 -6.64742 1.44701 4.13081 -0.795757 2.61144 -0.679728 -1.74527 6.18251 1.84297 7.60334 4.23462 ACB AFR
HG01986 -179.273 -1.43647 -6.00395 5.05283 -1.35246 1.62108 3.5817 17.5916 3.36642 4.21708 4.45708 -7.25091 5.32038 -4.00988 6.85604 -5.90706 -0.386224 13.1067 -3.1237 -7.97511 ACB AFR
HG01988 -91.6481 38.0901 -8.76759 14.9857 0.680147 5.59259 1.13968 4.52004 -3.08343 -13.8798 1.05981 -6.35028 -4.98069 -3.357 0.812915 -3.52102 4.15502 -6.59203 17.2617 12.9769 ACB AFR
HG01989 -170.85 -0.106692 -6.15931 6.25752 2.56494 3.25911 3.86971 12.5625 -4.28102 -8.50678 -1.7853 6.84418 -2.50116 1.58002 6.68675 -2.9515 4.34648 -3.82472 -5.10983 2.74028 ACB AFR
HG01990 -193.083 -11.0112 -1.95608 4.14522 2.39142 2.22121 -4.20023 15.5591 0.718683 24.0408 6.62975 -4.60538 3.64132 -3.73394 -6.06916 -9.64058 0.633005 4.10732 7.06213 4.09025 ACB AFR
HG01991 82.7791 -15.492 -102.112 -119.24 -7.51069 4.86399 -0.78256 -0.278569 -2.56025 3.5241 3.26288 -26.549 -6.27259 -4.19449 -26.9419 6.00066 5.55352 5.16062 -5.13335 -3.97169 PEL AMR
HG01992 95.1222 -37.9256 -114.907 -155.83 -5.58904 12.2682 2.28444 -2.79602 -7.69377 -20.7932 -1.55425 -9.19641 -5.36636 7.42395 -14.5269 3.80268 2.76992 0.646401 0.714651 -1.425 PEL AMR
HG01997 92.2446 -35.0901 -114.096 -151.551 -2.93567 11.655 0.67719 -0.73487 -3.19204 -7.48182 1.09475 -12.2886 -5.00547 0.447073 -19.2054 1.99105 1.04836 -0.656329 0.635433 -2.37183 PEL AMR
HG02002 88.186 -18.5407 -103.189 -128.286 -4.6713 7.38724 1.07121 -0.700833 2.70572 4.50414 -1.68564 -21.0986 -1.08338 0.873636 -28.5429 -3.00877 0.368079 -2.71078 2.71977 -3.01658 PEL AMR
HG02003 87.9534 -25.5725 -112.281 -138.246 -7.63748 6.17012 1.66897 -3.79464 -2.84058 -11.2577 5.27941 -20.3996 -1.14613 0.216281 -27.8297 1.97437 11.4163 -0.940719 1.14179 -13.0844 PEL AMR
HG02006 -34.4248 7.52393 -50.269 -46.1119 -4.32772 -2.52367 1.92265 2.87659 1.84098 15.4599 8.10468 -11.7503 5.07362 -6.19027 -14.2095 -1.9727 4.12306 -0.244797 5.70644 -2.71655 PEL AMR
HG02008 88.3268 -27.9651 -110.856 -138.736 -5.63851 10.5527 -0.463941 0.0396718 3.38585 6.33618 1.34133 -8.14922 1.95634 -0.0855748 -12.0953 -0.221647 -2.35552 0.0776221 -0.693531 -5.79554 PEL AMR
HG02009 -173.81 1.66823 -4.86654 5.07547 -0.813752 0.347356 -0.538484 17.5267 -1.0687 17.7707 5.4048 -12.2761 2.63579 -5.66941 -2.3558 -2.71656 4.98891 3.42853 -2.17901 -1.10407 ACB AFR
HG02010 -171.171 2.06598 -3.52321 7.99491 0.455633 1.88421 1.14365 14.9767 -2.56789 -11.2314 -2.07192 1.81075 -2.68034 -5.27176 -2.12767 -1.55064 -3.57065 17.3353 7.98659 -2.84974 ACB AFR
HG02012 -194.095 -8.25886 -3.12392 3.4909 1.58599 4.9966 -0.9825 12.2083 -1.16701 2.30768 0.532967 -5.59023 -0.630458 -5.00547 0.919068 -3.82644 1.02991 0.213337 -9.29327 -1.81015 ACB AFR
HG02013 -206.775 -15.6464 0.192257 1.53139 -1.71518 2.95672 4.5121 18.3104 2.4272 7.64351 3.96835 1.55061 3.37605 0.589523 -4.65956 -15.082 -5.04798 -3.16657 -0.10554 0.414243 ACB AFR
HG02014 -178.547 -2.39986 -1.88566 4.43286 -0.460527 1.5703 -0.183609 13.1246 -0.130747 8.02516 2.9968 -1.95431 3.60443 -7.27846 4.60457 -3.54142 -1.17201 -7.26571 -2.28344 -10.313 ACB AFR
HG02016 93.4297 -115.053 6.19068 18.7402 -35.5756 5.35429 0.735711 -3.30492 2.78708 -4.22231 -17.6411 -3.68629 -5.55706 6.54142 5.8488 2.66559 1.88228 -2.80006 4.40431 -2.63269 KHV EAS
HG02017 95.4535 -126.108 -1.48477 27.5303 -34.2153 4.43488 1.3193 -2.81596 -3.05846 3.5463 -12.973 -5.08287 -2.29205 6.42334 4.05269 2.81761 2.57535 1.48059 -0.47254 -0.858003 KHV EAS
HG02019 96.0339 -128.513 -1.45816 29.7891 -29.2388 3.99296 2.85109 -1.67273 1.40472 -10.4983 -15.4541 1.14792 -6.93724 -3.54548 1.51902 0.397544 5.66625 -0.435967 0.566828 -2.46687 KHV EAS
HG02020 94.3405 -128.782 -2.21791 28.5844 -37.5225 5.4372 0.974749 -2.03034 -3.9306 -8.3791 -9.61263 2.88324 -9.29546 3.53123 2.87185 0.635366 1.99412 -4.12955 1.37018 0.202244 KHV EAS
HG02023 95.3394 -129.388 -2.54317 28.082 -36.3576 3.97157 -1.70763 -0.275397 -0.0360152 3.30545 -14.0374 1.48392 -0.323786 1.88683 -0.383653 -1.11159 -4.42864 0.402279 -2.90949 -2.46816 KHV EAS
HG02025 98.3941 -131.309 -2.93506 28.0553 -31.8409 2.72542 1.35792 -1.00342 -2.25556 2.80755 -12.3439 -5.23355 -2.31608 -2.68653 -4.88569 6.79126 -7.30065 -1.52473 -1.66857 0.509118 KHV EAS
HG02026 95.8146 -132.699 -2.38163 28.3872 -32.554 4.27331 1.23789 -1.01313 0.0333611 1.8693 -19.0848 -2.9533 -0.254284 -2.81135 1.95774 0.190162 -3.10927 3.80391 1.37132 3.55544 KHV EAS
HG02028 95.1576 -129.729 -0.424266 31.7757 -34.6657 5.38348 -0.486164 -1.88819 -1.25587 0.0766216 -4.86627 -1.52679 -7.87198 1.31003 -2.81197 -3.64716 0.550476 -0.0048148 -4.24793 3.10549 KHV EAS
HG02029 96.6411 -134.763 -2.7118 29.6318 -19.7265 0.874125 0.503269 2.10339 -2.24284 14.0835 2.52588 -0.678671 4.75521 -4.68343 -1.7258 -3.64253 0.210145 -0.411161 0.722926 -1.88871 KHV EAS
HG02031 96.4906 -134.532 -1.73104 28.9928 -29.7342 1.91879 1.27812 -1.27315 -3.78112 10.0359 0.384684 -5.46545 2.26546 -2.57772 3.48613 -2.39747 -0.388719 1.65023 0.988383 -1.08979 KHV EAS
HG02032 96.7961 -130.754 -4.82384 29.0049 -20.6595 3.26555 0.584424 -1.68348 -3.41555 -16.2582 4.66846 9.28449 -6.76836 5.15333 2.01584 1.5758 -1.87266 0.992487 2.90866 1.988 KHV EAS
HG02035 94.456 -127.792 -1.97046 28.0032 -29.4088 2.93199 -1.50568 -0.131682 2.3855 11.9175 -13.74 -8.78433 -0.0130399 3.5711 3.80834 -2.43399 -1.44721 1.16577 -3.25631 4.82228 KHV EAS
HG02040 97.2842 -129.302 -0.775695 27.6978 -30.6213 3.73016 1.00983 -3.14213 -2.24717 -11.1371 -9.95063 -0.28483 -7.6947 5.07331 3.12425 2.1606 2.40411 3.49906 -0.209905 -3.32045 KHV EAS
HG02047 97.8683 -129.506 0.554319 29.8545 -35.6144 4.3528 -0.447337 -2.52502 2.01159 -14.4403 -17.0824 1.14612 -6.1337 2.70476 1.2033 -1.03124 2.241 1.40161 0.364098 1.52798 KHV EAS
HG02048 93.78 -128.227 0.570147 28.6806 -31.2433 3.79069 2.39319 0.0815941 3.23876 -2.88685 -9.77498 -2.04646 -5.28646 3.04331 3.1344 0.674791 -3.59913 1.6103 -3.30007 1.31496 KHV EAS
HG02049 93.9991 -129.403 -2.32826 25.8813 -37.3718 4.97085 -1.21783 -0.76948 3.5434 -2.78977 -14.2551 -3.7041 -3.03812 -4.69289 1.2456 -2.82358 -2.7606 5.71635 -1.59234 0.187398 KHV EAS
HG02050 95.923 -130.633 -0.365457 28.2242 -31.9903 5.97279 0.544157 -0.730903 -0.924513 -8.5576 -10.9812 1.21907 -3.50024 0.189371 0.938146 3.69009 5.038 1.47626 -1.10078 -0.0617137 KHV EAS
HG02051 -208.427 -14.9134 -1.74779 -0.233288 -0.319772 2.50193 2.87977 10.4398 -2.82034 -2.68808 0.0963755 3.13276 -7.68325 1.58212 -9.48816 -6.66933 -0.904376 0.217933 4.11542 0.773458 ACB AFR
HG02052 -206.595 -14.2342 0.232125 -0.257297 -0.696554 5.91813 3.17379 15.9284 -2.44819 -5.94993 -0.188564 2.92465 -3.22725 3.73969 -1.73639 -6.54626 -2.85558 -10.6228 3.70013 2.70697 ACB AFR
HG02053 -195.981 -11.6232 -1.7486 3.0136 2.0503 4.28733 3.44137 11.2478 -4.11192 -7.23101 -0.750282 -1.07421 -2.06939 0.1483 -1.64666 -11.2116 1.97993 1.44978 8.68825 9.4819 ACB AFR
HG02054 -178.598 -2.26354 -4.03643 4.3321 -2.10896 1.52433 -0.517477 12.614 -1.17078 2.76851 2.17145 -6.59345 0.765774 -2.28359 4.11074 -12.6401 3.10042 -1.96906 -0.124181 -7.63388 ACB AFR
HG02057 92.6916 -129.185 -2.13922 25.0531 -32.1813 2.41805 -0.836613 0.436069 3.53699 19.2049 -11.0709 -5.1117 -0.471605 -2.72196 2.24252 -3.05641 -6.50608 -0.520402 4.75808 -3.22185 KHV EAS
HG02058 92.1951 -122.626 2.73978 24.4148 -28.6632 4.81967 1.6355 -1.03004 -0.227413 -11.5405 -15.4908 4.92823 -7.09563 2.72315 10.8953 1.71396 2.46706 2.80545 3.28892 1.89827 KHV EAS
HG02060 96.6727 -130.907 -1.88553 30.1382 -34.3367 5.54533 0.713555 1.10997 0.781653 3.64393 -18.4959 -0.385857 -1.7923 2.5256 2.79761 -1.77314 -2.24896 -1.18366 3.0091 -2.50494 KHV EAS
HG02061 96.3057 -128.297 -2.27659 28.247 -34.3317 7.53604 -0.145972 2.48557 0.568402 5.95419 -6.7412 -2.40873 0.172345 -4.31291 -7.24323 0.72564 0.725943 0.858439 -4.64458 -0.962797 KHV EAS
HG02064 95.028 -128.627 -3.40648 28.5333 -35.742 5.1646 1.46604 -1.20947 0.85377 -16.808 -11.3368 -0.280412 -8.33969 10.5961 0.757378 1.5586 -3.08796 -1.0756 -1.56356 1.02922 KHV EAS
HG02067 95.8425 -127.451 -0.949158 30.0837 -30.7806 6.8587 0.810319 -1.34382 1.46669 13.838 -12.3924 -6.10409 0.229271 2.36587 -4.073 -4.00131 -2.70133 1.51683 -1.05406 1.39076 KHV EAS
HG02069 95.741 -127.715 -0.287834 26.2876 -29.3767 2.5129 0.761594 0.593776 0.196703 8.27144 -19.5464 -6.0616 -0.834979 -5.82552 2.36877 1.34542 -0.912161 9.64524 3.59433 -4.51969 KHV EAS
HG02070 95.2861 -128.012 -0.716182 27.459 -30.7158 1.69607 1.22724 -0.443566 -0.677416 -8.49552 -13.249 0.341556 -7.14294 0.248776 6.48744 4.17441 2.17365 7.29693 1.93254 0.187269 KHV EAS
HG02072 95.6127 -127.089 -0.965117 24.6363 -29.9158 5.83158 -1.31273 1.49547 -0.000618423 2.66924 -13.047 -1.74285 -2.54094 1.58059 5.03105 -0.873335 2.24463 -0.515772 3.96695 6.31807 KHV EAS
HG02073 96.8341 -130.025 -4.31683 28.3805 -29.5434 1.59541 -1.71201 1.59663 0.690738 9.59472 -5.87915 -3.77692 -0.144916 -0.897984 1.73984 -4.2428 1.70591 2.79652 -0.702669 -3.66311 KHV EAS
HG02075 95.0802 -129.23 0.37584 28.9306 -33.217 3.73565 -1.63656 1.64799 -1.29028 1.07079 -5.73488 -2.69736 -0.57475 -1.70896 0.529124 4.17879 0.846309 -0.942924 0.62902 -4.18331 KHV EAS
HG02076 95.3136 -132.756 -1.69094 27.6134 -35.2708 4.94757 -0.951028 0.228596 3.53564 8.83228 -11.2834 -15.1782 4.03562 -1.5158 -2.94264 -0.167872 -0.628593 1.07914 1.40601 -2.37802 KHV EAS
HG02078 95.7788 -130.249 -0.420701 28.5417 -39.3875 1.89754 0.0696412 -1.62198 -0.69663 4.54418 -16.7293 0.420916 -2.44754 -0.489802 -2.17101 -1.12949 -0.618923 0.352429 -3.92571 -1.31009 KHV EAS
HG02079 94.9029 -129.743 -3.13252 30.7556 -36.6264 4.1224 -1.33959 2.43571 7.24667 14.5762 -5.9198 -4.70574 1.91824 -2.59381 -0.833299 2.22613 -0.261748 4.73677 -0.472043 1.44709 KHV EAS
HG02081 97.1021 -128.948 -1.15273 29.1167 -34.3269 5.11923 2.13486 -0.0581971 -0.0236302 -1.59904 -10.5728 -4.05044 2.19286 0.708236 1.0009 4.04347 2.63179 1.63663 -0.36753 -1.70001 KHV EAS
HG02082 97.7217 -130.995 -3.71027 26.8935 -16.038 0.862986 -3.59892 3.10012 -3.38984 12.3045 3.0953 -3.55938 7.32278 -3.81501 0.985559 -2.06572 -6.70845 3.19725 0.711657 1.77077 KHV EAS
HG02084 94.483 -128.11 -2.93881 25.0238 -30.7653 1.54882 -1.36955 -1.86981 1.70411 2.22385 -9.2037 -2.01128 -1.89772 1.70675 -0.96237 1.00121 -1.87937 6.11516 -2.65922 4.22646 KHV EAS
HG02085 96.5557 -127.909 1.07508 28.0424 -35.5253 4.2892 -0.431285 2.92965 3.07346 13.8265 -12.2096 -11.975 4.48951 -3.80362 -0.427439 -3.01687 -4.82505 6.63259 -3.16678 2.6847 KHV EAS
HG02086 96.0529 -127.548 0.560195 26.8376 -33.2855 5.10889 0.638951 0.419934 3.59484 -2.28497 -13.8727 -5.96783 -4.66011 -5.49651 1.28649 -1.01253 -1.13922 -2.25549 -2.74387 3.33033 KHV EAS
HG02087 94.2259 -131.314 -1.85943 28.5884 -32.5797 5.81202 0.220406 -0.21256 -1.02909 -8.87627 -12.9145 -5.75928 -4.48827 2.91257 0.782056 3.77964 -0.857391 1.65761 1.53319 2.27785 KHV EAS
HG02088 95.7233 -133.551 -1.18878 30.2745 -35.1948 4.23383 1.65878 -0.554485 2.27424 -0.274911 -9.26412 -3.29131 -3.92092 4.52425 4.57222 -0.854373 -6.67841 0.0277135 -0.0071837 -0.43626 KHV EAS
HG02089 80.4792 -0.26607 -90.4397 -104.11 -1.92503 6.00565 -1.57185 0.645554 -7.66924 -6.73234 5.32617 -7.94188 -6.61616 3.34176 -15.9997 4.41067 4.9342 4.2811 2.96415 -3.30239 PEL AMR
HG02090 46.9632 1.73318 -79.1648 -86.9342 -5.72558 0.588659 -0.449574 -0.868359 -1.27408 -2.44315 2.65082 -9.92562 -8.07029 1.07569 -13.6225 0.177644 1.54378 -1.00288 4.80657 2.35322 PEL AMR
HG02095 -196.185 -10.2499 0.270845 1.96382 0.823477 4.43065 2.1884 16.405 2.12779 -6.00195 -0.439126 4.17707 -0.684755 1.16019 1.04819 -5.8454 1.02472 0.355882 6.67318 -1.61435 ACB AFR
HG02102 88.4152 -27.4323 -111.98 -139.292 -2.09236 9.59998 2.83933 0.643948 3.5535 2.95534 5.85932 -17.5444 1.44688 0.944957 -27.3673 -0.883496 2.93216 0.807005 1.70374 -9.11614 PEL AMR
HG02104 92.5328 -39.0609 -116.33 -154.972 -7.39305 10.0946 -0.151176 -1.63363 -2.61928 -13.0382 -0.966799 -12.5669 -5.3158 -0.303173 -18.3032 -1.18792 7.40092 -0.209459 0.732086 -4.07687 PEL AMR
HG02105 97.5182 -43.0552 -120.913 -160.391 -5.05046 12.9445 1.16702 -1.52428 -2.41639 -7.44552 3.20326 -10.8325 -5.16587 1.54529 -17.8121 2.93226 4.56489 -1.71189 -2.59072 -4.43201 PEL AMR
HG02107 -206.905 -13.0983 -1.30295 0.597824 0.871463 5.37746 -2.80231 9.93086 -0.215461 6.00625 -2.57488 -5.7662 -1.84981 -1.63176 -3.57271 -7.05289 -2.89698 -6.42849 6.91983 0.717339 ACB AFR
HG02108 -166.238 4.98456 -3.00416 5.52031 -0.952429 -0.140058 -0.318487 8.57287 -0.0801416 -8.7308 -2.9836 -5.50765 -0.602715 -0.598537 -1.68495 -1.76045 0.88787 -8.26774 16.0981 5.32444 ACB AFR
HG02111 -194.76 -9.52101 -1.9594 5.00335 -0.0125344 3.57155 6.35343 15.4197 -1.86003 -5.70339 -1.0169 1.2103 0.471684 2.7423 -4.62243 3.02857 3.73654 -3.88741 5.08533 0.350612 ACB AFR
HG02113 95.6609 -128.537 -2.96101 27.9585 -31.2191 2.37698 0.737221 0.639342 0.49836 15.5374 -10.5721 -7.86741 3.27851 -2.35705 0.936155 -1.34381 -0.340009 -0.949566 0.649566 -5.19698 KHV EAS
HG02116 97.2873 -126.699 -1.58923 27.0875 -30.6773 2.62724 1.34467 -2.7446 1.48114 1.45165 -10.7978 -7.07375 -1.42385 1.41172 -2.79476 -3.55021 -2.83152 2.09765 3.29979 -0.997166 KHV EAS
HG02121 95.2744 -126.815 0.821106 28.4452 -31.4147 2.43754 -2.51405 1.13161 2.92735 16.05 -9.79936 -9.15818 2.80758 1.47225 -2.97643 -4.22107 2.0279 3.07764 -0.307647 -1.16102 KHV EAS
HG02122 94.2434 -132.416 -3.63304 28.3379 -14.3122 0.709979 -0.690217 0.471341 0.505631 9.18007 3.52038 -7.44479 3.07228 -3.65008 -2.62233 -2.01471 0.379856 -0.645251 -1.75731 -1.0437 KHV EAS
HG02127 95.5764 -132.17 -3.82666 27.9936 -33.5865 3.50439 -0.953943 -0.675004 4.48085 19.318 -9.9998 -8.00073 -1.70036 -2.2287 -3.19453 3.75473 -1.42264 -1.21684 1.08559 -1.73356 KHV EAS
HG02128 96.9264 -128.13 0.480216 28.1783 -32.0844 2.73448 0.995582 -0.0195915 1.70684 15.1941 -4.73897 -8.8153 7.69373 -0.336222 -3.39686 2.60082 -1.84822 -6.31522 1.46513 -0.759931 KHV EAS
HG02130 99.1675 -128.01 -0.900105 26.3077 -32.5566 3.20561 1.38818 2.15893 -1.74185 14.8409 -11.7973 -8.69229 2.95906 -2.90196 5.68006 -0.696553 -2.28257 -3.10506 1.56357 -0.330884 KHV EAS
HG02131 90.4617 -117.295 6.19848 23.1923 -33.6715 6.10003 -1.28568 -1.38668 2.58421 -8.63851 -17.5773 1.80869 -6.00976 4.50055 3.72657 0.461463 0.746649 -0.058189 3.06464 4.99238 KHV EAS
HG02133 95.5221 -128.301 1.57374 29.0633 -32.6969 5.90235 0.367464 -0.31376 -2.60389 14.0201 -12.7738 -5.0781 6.12688 -0.0724789 0.798994 -1.41098 -6.49393 3.25587 -0.281627 -3.3722 KHV EAS
HG02134 96.1706 -131.642 -3.62192 29.7318 -34.4315 5.59405 -0.745033 -2.13541 2.70359 7.11167 -5.89556 -2.63111 -0.512647 -4.05466 -0.180566 2.86177 1.57736 4.09471 3.53576 -2.27033 KHV EAS
HG02136 95.1062 -127.748 1.74672 26.9813 -33.5424 4.76398 0.542679 -3.68363 -0.0596323 17.1859 -12.3632 -4.83865 4.44355 0.697991 -1.97976 0.222204 1.00044 -2.07689 6.6514 1.47484 KHV EAS
HG02137 97.4496 -131.371 1.97548 28.0772 -30.9941 5.8305 1.48777 -0.512521 -2.27754 1.41143 -8.74725 -0.46692 -0.529726 -2.65669 -2.45803 -1.58228 2.46262 -2.80641 -3.16546 -2.7897 KHV EAS
HG02138 94.581 -128.144 1.48738 28.8961 -34.8666 4.83304 -0.114138 -1.39101 -1.76487 -18.3203 -10.7769 4.65616 -8.81232 4.09248 3.98861 -1.19885 0.309037 3.62262 0.430349 -0.384731 KHV EAS
HG02139 96.4983 -128.645 -2.01372 27.9666 -31.8761 4.78869 -1.72035 -0.173271 -1.55274 -16.0637 -14.7851 0.98056 -9.31796 2.60876 6.38877 0.849904 -0.949568 3.0616 -2.88877 3.26887 KHV EAS
HG02140 95.0235 -129.325 -0.110343 27.4304 -27.5137 0.666764 -0.561897 1.46827 -1.11432 0.357437 -10.68 -4.8959 1.94502 -2.16609 -0.416357 -5.49149 -0.949957 2.68372 3.63437 -0.400377 KHV EAS
HG02141 94.8583 -128.485 0.226078 29.1881 -29.0303 3.66403 -1.01927 -2.40728 -1.62492 3.81746 -12.7387 -1.09767 1.60998 3.69618 -0.438438 -2.60846 -0.237845 0.706034 5.70704 -4.09427 KHV EAS
HG02142 94.6627 -107.721 -2.30031 26.5215 -25.2336 1.57911 -2.52397 -0.0713335 -1.24874 12.9803 -6.03086 -8.86574 4.97048 -3.27995 -2.62614 2.80935 -1.50568 5.36815 -2.11496 -2.89782 KHV EAS
HG02143 -162.246 2.69803 -0.6228 4.79034 -0.509125 1.3658 2.69923 14.1472 1.7476 -5.72959 -1.17789 -5.34638 -1.22481 2.34863 3.81274 -5.42499 -6.2812 4.83682 -3.20375 9.10617 ACB AFR
HG02144 -196.018 -11.8791 -1.51366 1.17312 1.81421 2.70845 -0.168014 12.2989 0.227715 6.80609 -0.371397 -5.39488 2.99803 -4.31525 -2.70443 1.30349 -2.24623 3.54644 0.791552 -1.08327 ACB AFR
HG02146 94.0836 -35.1361 -119.195 -149.8 -4.58671 10.9359 0.352057 -0.61092 -5.61012 -16.8539 3.41199 -21.9206 -4.54812 -4.77543 -21.7188 1.21727 10.1869 -2.44573 1.9389 -10.3952 PEL AMR
HG02147 94.798 -40.9165 -122.577 -155.933 -6.06687 12.986 0.966734 -0.794333 -3.17285 -7.22674 9.38712 -11.2272 -4.94779 -1.20023 -19.3891 -1.96826 8.5171 1.53268 5.08774 -4.10266 PEL AMR
HG02150 96.7844 -41.6593 -123.516 -166.195 -2.52801 14.4097 1.69977 -1.91388 -3.78046 -10.6335 2.32478 -13.8804 -6.75315 3.01889 -26.5835 4.56942 6.33092 1.73244 1.45665 -2.99791 PEL AMR
HG02151 94.7316 -132.21 -0.595853 29.4865 -45.2336 7.86001 0.690095 1.7689 2.46485 4.51038 -19.2785 -2.07548 -0.381322 -0.95375 -2.88271 -2.56934 -2.04089 -3.77113 -2.13149 1.03213 CDX EAS
HG02152 94.1448 -130.535 -2.8115 28.7943 -48.3225 6.54213 1.75035 -1.39657 1.32427 -2.07742 -21.6235 -0.952093 0.347288 3.22919 3.38443 1.83582 -7.34255 -2.10157 1.8413 -1.65694 CDX EAS
HG02153 95.8393 -129.286 -0.838812 28.3359 -40.8654 5.44398 1.97131 -3.21768 1.31545 -16.2814 -18.3796 7.22999 -3.69719 2.13013 6.08923 -0.646838 4.48845 1.48577 0.727006 0.310128 CDX EAS
HG02154 98.3824 -132.064 -1.82849 31.5955 -40.6184 5.30581 -1.49315 1.19887 1.24601 12.0688 -15.8219 -9.44897 2.82356 -2.93073 -5.26073 -1.77115 -1.67262 -1.94115 3.52665 -2.75328 CDX EAS
HG02155 96.5121 -134.484 -3.19377 30.2716 -37.0429 6.94735 0.256681 2.69549 1.55854 2.43484 -21.3746 -4.12589 -2.58353 -6.76038 1.93941 2.26197 -1.73021 -2.42775 -0.723338 -2.6003 CDX EAS
HG02156 96.0321 -132.721 -0.94602 30.09 -43.6368 4.96702 -0.716202 -1.54416 2.57657 13.0845 -23.1934 -5.57798 2.32745 -0.56811 -1.76545 0.0390484 -5.71101 0.178282 -0.170506 -2.35238 CDX EAS
HG02164 96.2462 -131.341 -0.975771 30.4095 -40.198 5.06007 -2.90749 0.17513 1.34864 14.0966 -16.703 -8.54284 0.443076 -1.9766 -3.14645 3.42827 1.65678 -1.64579 -0.581345 0.497174 CDX EAS
HG02165 95.8118 -129.148 -1.73677 28.4207 -37.0388 6.29302 -0.809807 -1.23413 8.22803 1.51123 -20.1019 -2.26241 -0.401007 -0.430939 -1.75316 5.13505 -1.03355 -3.58141 2.83846 -5.21006 CDX EAS
HG02166 98.657 -135.228 -3.19986 30.0237 -44.1884 6.43704 -0.78513 -0.0320255 -2.5091 4.59154 -14.9313 -4.32337 -8.5417 -0.302426 -5.34396 6.69591 3.43796 -0.428154 2.81111 -0.273458 CDX EAS
HG02178 95.6895 -133.812 2.1518 32.9698 -44.8597 5.17283 2.12084 -1.03698 -0.568838 -14.541 -23.8253 -1.46386 -10.0939 -1.94596 -4.0392 -1.03904 -1.57553 -3.68991 1.9943 -1.27853 CDX EAS
HG02179 95.2284 -129.773 -0.423324 29.7392 -39.7424 5.23163 -0.479901 1.01793 1.68931 4.12032 -16.5621 0.0486144 1.05375 -2.40864 -7.54138 -2.3224 -2.62956 2.20619 -0.511442 1.20337 CDX EAS
HG02180 97.9648 -133.66 0.00469251 31.1608 -39.4418 4.99956 1.38823 -1.68248 -2.18934 -1.99412 -19.1391 -2.84751 0.546341 2.03375 -5.24599 0.76347 -0.24915 1.54861 -1.96327 -1.01322 CDX EAS
HG02181 94.1738 -131.528 0.0609758 28.5228 -46.4044 4.98693 1.35991 -3.05093 2.13315 -4.29932 -15.2234 -2.36416 -2.39651 0.183829 0.486179 -2.51025 -1.55187 -3.96642 0.943358 0.186208 CDX EAS
HG02182 98.0672 -133.047 -2.43223 30.7715 -44.7126 5.17054 -1.0358 0.680148 4.22699 11.8818 -23.0366 -10.4467 -0.595921 -1.82178 -5.58361 -0.938179 0.237884 -2.77687 -1.83049 -1.93761 CDX EAS
HG02184 96.9018 -132.25 -6.10593 31.9957 -41.2257 4.79024 1.14133 -0.021579 0.945928 -11.5423 -14.3857 0.303251 -5.65892 4.02373 4.58644 -0.731463 -3.76523 -0.211861 0.212667 -1.09446 CDX EAS
HG02185 96.6563 -133.79 -3.97851 29.9526 -40.0792 6.26073 0.192414 -0.675519 2.54614 0.871749 -17.2237 0.883229 1.82555 -3.00165 3.39238 3.95681 -3.33727 -4.27974 4.16394 0.408719 CDX EAS
HG02186 96.2849 -131.916 -1.77753 31.0274 -41.3362 1.94228 -3.27326 0.0982947 3.21276 10.4492 -18.9427 -11.0381 -0.0422879 1.18137 -3.08243 2.97203 0.551037 -1.6662 -1.86152 -3.22514 CDX EAS
HG02187 96.005 -132.058 -3.07827 27.4888 -45.3145 7.36713 0.0382247 -0.967482 -1.99508 4.14172 -13.5519 -0.271003 -3.37912 -3.20348 -3.7783 -0.481985 -3.31419 -0.478728 -2.63738 -6.91206 CDX EAS
HG02188 96.4351 -132.692 -2.34836 32.0106 -44.5431 7.34317 1.52521 -3.98168 -0.719942 -18.5361 -23.093 0.539807 -8.42938 5.65055 2.4466 0.550793 -2.42647 -3.57417 0.432715 -1.28561 CDX EAS
HG02190 97.1026 -132.784 -2.90493 30.7377 -41.7428 4.40726 0.279981 0.433078 -2.53577 0.999102 -19.8508 -6.66001 -3.53174 1.34288 -0.152177 0.62629 3.20272 0.00298063 1.1741 0.377303 CDX EAS
